createdAt,status,seqNumber,slot,completedAt,pax,grossTotal,nettTotal,type
2023-08-21 05:27:48.07 UTC,COMPLETED,1855,06,2023-08-21 06:35:09.955 UTC,2,47.2,50.4,Dine In
2023-08-21 03:48:21.768 UTC,COMPLETED,1843,06,2023-08-21 04:51:35.137 UTC,3,62.5,68.8,Dine In
2023-08-21 15:45:22.97 UTC,COMPLETED,1896,07,2023-08-21 18:00:43.59 UTC,1,77.8,85.6,Dine In
2023-08-21 06:12:50.372 UTC,COMPLETED,1859,07,2023-08-21 09:02:28.398 UTC,2,22.8,25.1,Dine In
2023-08-21 03:31:41.293 UTC,COMPLETED,1841,07,2023-08-21 04:01:55.716 UTC,2,50.4,55.4,Dine In
2023-08-21 07:07:29.425 UTC,COMPLETED,1861,08,2023-08-21 07:33:46.393 UTC,1,18.4,20.2,Dine In
2023-08-21 14:23:14.236 UTC,COMPLETED,1887,08,2023-08-21 15:03:24.076 UTC,2,42.8,47.1,Dine In
2023-08-21 05:18:18.562 UTC,COMPLETED,1853,08,2023-08-21 05:57:14.962 UTC,2,19.2,21.1,Dine In
2023-08-21 23:24:53.669 UTC,COMPLETED,1907,08,2023-08-21 23:54:30.923 UTC,1,37.0,40.7,Dine In
2023-08-21 02:08:37.387 UTC,COMPLETED,1837,08,2023-08-21 02:33:42.361 UTC,2,51.8,57.0,Dine In
2023-08-21 11:50:51.742 UTC,COMPLETED,1880,08,2023-08-21 12:21:29.285 UTC,8,47.7,52.5,Dine In
2023-08-21 00:52:56.543 UTC,COMPLETED,1829,08,2023-08-21 01:23:14.832 UTC,1,3.7,4.1,Dine In
2023-08-21 04:08:28.165 UTC,COMPLETED,1844,09,2023-08-21 04:37:39.557 UTC,1,19.4,21.3,Dine In
2023-08-21 12:57:19.615 UTC,COMPLETED,1883,10,2023-08-21 13:24:42.618 UTC,3,54.2,56.6,Dine In
2023-08-21 00:41:41.605 UTC,COMPLETED,1828,10,2023-08-21 01:05:03.358 UTC,1,34.2,37.2,Dine In
2023-08-21 07:43:58.362 UTC,COMPLETED,1863,10,2023-08-21 09:18:02.209 UTC,2,48.6,53.5,Dine In
2023-08-21 01:29:59.216 UTC,COMPLETED,1834,10,2023-08-21 01:46:51.265 UTC,1,19.7,21.7,Dine In
2023-08-21 11:12:38.464 UTC,COMPLETED,1878,11,2023-08-21 11:37:56.083 UTC,2,34.9,36.5,Dine In
2023-08-21 14:42:03.004 UTC,COMPLETED,1891,11,2023-08-21 15:17:17.814 UTC,11,49.3,54.2,Dine In
2023-08-21 15:41:34.342 UTC,COMPLETED,1894,11,2023-08-21 16:40:20.284 UTC,1,124.2,136.6,Dine In
2023-08-21 04:30:07.719 UTC,COMPLETED,1848,11,2023-08-21 05:10:46.615 UTC,1,21.4,23.5,Dine In
2023-08-21 05:22:54.705 UTC,COMPLETED,1854,12,2023-08-21 06:18:19.825 UTC,4,69.8,76.8,Dine In
2023-08-21 13:28:15.546 UTC,COMPLETED,1885,15,2023-08-21 13:32:47.256 UTC,15,51.1,56.2,Dine In
2023-08-21 11:00:07.547 UTC,COMPLETED,1876,15,2023-08-21 11:22:26.073 UTC,15,19.4,21.3,Dine In
2023-08-21 05:58:24.952 UTC,COMPLETED,1858,15,2023-08-21 06:34:40.68 UTC,3,25.4,27.9,Dine In
2023-08-21 04:40:55.204 UTC,COMPLETED,1850,15,2023-08-21 05:07:10.837 UTC,1,16.6,18.3,Dine In
2023-08-21 01:25:05.544 UTC,COMPLETED,1833,15,2023-08-21 02:18:24.106 UTC,2,22.7,25.0,Dine In
2023-08-21 23:13:54.971 UTC,COMPLETED,1906,15,2023-08-22 00:21:30.056 UTC,1,17.4,19.1,Dine In
2023-08-21 00:30:03.586 UTC,COMPLETED,1825,15,2023-08-21 01:21:06.421 UTC,1,30.2,33.2,Dine In
2023-08-21 00:33:09.4 UTC,COMPLETED,1826,16,2023-08-21 00:55:55.848 UTC,1,18.6,20.5,Dine In
2023-08-21 07:27:31.156 UTC,COMPLETED,1862,16,2023-08-21 08:24:23.303 UTC,1,17.6,19.4,Dine In
2023-08-21 12:27:49.877 UTC,COMPLETED,1881,16,2023-08-21 13:00:31.567 UTC,16,104.7,109.4,Dine In
2023-08-21 05:39:40.38 UTC,COMPLETED,1856,16,2023-08-21 06:38:41.4 UTC,1,21.4,23.5,Dine In
2023-08-21 03:15:46.272 UTC,COMPLETED,1840,16,2023-08-21 03:48:19.646 UTC,2,22.5,24.8,Dine In
2023-08-21 22:49:36.461 UTC,COMPLETED,1904,16,2023-08-21 23:06:47.492 UTC,16,18.6,20.5,Dine In
2023-08-21 14:43:08.871 UTC,COMPLETED,1892,16,2023-08-21 15:14:41.694 UTC,16,25.0,27.5,Dine In
2023-08-21 00:58:10.89 UTC,COMPLETED,1831,16,2023-08-21 01:47:11.88 UTC,1,20.8,22.9,Dine In
2023-08-21 02:05:42.773 UTC,COMPLETED,1836,17,2023-08-21 02:47:38.715 UTC,1,4.5,5.0,Dine In
2023-08-21 00:22:41.143 UTC,COMPLETED,1824,17,2023-08-21 00:52:51.34 UTC,17,15.9,17.5,Dine In
2023-08-21 04:42:38.916 UTC,COMPLETED,1851,17,2023-08-21 05:14:35.665 UTC,2,35.9,39.5,Dine In
2023-08-21 08:22:21.163 UTC,COMPLETED,1868,17,2023-08-21 08:55:57.929 UTC,1,8.4,9.2,Dine In
2023-08-21 03:36:15.466 UTC,COMPLETED,1842,17,2023-08-21 04:09:48.432 UTC,2,33.9,37.3,Dine In
2023-08-21 10:43:37.761 UTC,COMPLETED,1875,17,2023-08-21 11:23:07.072 UTC,17,40.4,44.4,Dine In
2023-08-21 05:48:32.719 UTC,COMPLETED,1857,17,2023-08-21 07:12:23.402 UTC,2,44.6,49.1,Dine In
2023-08-21 15:17:53.401 UTC,COMPLETED,1893,17,2023-08-21 16:09:39.2 UTC,2,54.3,59.7,Dine In
2023-08-21 19:01:13.155 UTC,COMPLETED,1903,17,2023-08-21 19:23:13.028 UTC,17,10.0,11.0,Dine In
2023-08-21 23:40:07.648 UTC,COMPLETED,1908,17,2023-08-22 00:15:28.24 UTC,1,27.8,30.6,Dine In
2023-08-21 07:50:25.407 UTC,COMPLETED,1864,18,2023-08-21 08:19:01.314 UTC,1,1.0,1.1,Dine In
2023-08-21 14:33:51.552 UTC,COMPLETED,1889,18,2023-08-21 15:59:24.872 UTC,18,27.9,30.7,Dine In
2023-08-21 15:42:27.968 UTC,COMPLETED,1895,19,2023-08-21 16:37:46.744 UTC,19,14.5,16.0,Dine In
2023-08-21 14:35:20.853 UTC,VOIDED,1890,30,2023-08-21 14:38:02.803 UTC,30,0.0,0.0,Dine In
2023-08-21 06:22:20.399 UTC,COMPLETED,1860,30,2023-08-21 07:34:48.452 UTC,1,14.9,0.0,Dine In
2023-08-21 09:21:54.142 UTC,COMPLETED,1871,30,2023-08-21 09:23:50.079 UTC,1,24.9,27.4,Dine In
2023-08-21 08:58:57.615 UTC,COMPLETED,1870,30,2023-08-21 09:11:33.423 UTC,1,14.9,0.0,Dine In
2023-08-21 04:39:07.11 UTC,COMPLETED,1849,TA44,2023-08-21 04:40:21.572 UTC,0,26.8,26.8,Takeaway
2023-08-21 05:11:58.906 UTC,COMPLETED,1852,TA46,2023-08-21 05:12:40.466 UTC,0,10.5,10.5,Takeaway
2023-08-21 08:07:49.359 UTC,COMPLETED,1866,TA48,2023-08-21 08:18:09.205 UTC,0,10.5,10.5,Takeaway
2023-08-21 08:09:51.883 UTC,COMPLETED,1867,TA49,2023-08-21 08:12:03.077 UTC,0,15.4,15.4,Takeaway
2023-08-21 10:04:32.977 UTC,VOIDED,1873,TA50,2023-08-21 10:05:39.098 UTC,0,0.0,0.0,Takeaway
2023-08-21 10:05:47.68 UTC,COMPLETED,1874,TA51,2023-08-21 10:06:24.834 UTC,0,12.5,12.5,Takeaway
2023-08-21 13:42:52.768 UTC,COMPLETED,1886,TA52,2023-08-21 13:43:20.226 UTC,0,10.5,10.5,Takeaway
2023-08-21 16:31:27.779 UTC,COMPLETED,1899,TA53,2023-08-21 16:33:22.176 UTC,0,18.8,18.8,Takeaway
2023-08-21 17:18:09.978 UTC,COMPLETED,1901,TA55,2023-08-21 17:19:36.289 UTC,0,50.2,50.2,Takeaway
2023-08-21 22:57:48.373 UTC,COMPLETED,1905,TA56,2023-08-21 23:01:04.709 UTC,0,4.2,4.2,Takeaway
2023-08-23 01:18:44.843 UTC,COMPLETED,1992,02,2023-08-23 01:43:20.652 UTC,1,35.9,39.5,Dine In
2023-08-23 10:26:43.876 UTC,COMPLETED,2023,02,2023-08-23 10:42:41.414 UTC,2,14.9,16.4,Dine In
2023-08-23 06:22:05.047 UTC,COMPLETED,2014,02,2023-08-23 06:44:29.518 UTC,1,47.7,52.5,Dine In
2023-08-23 13:30:50.025 UTC,COMPLETED,2033,02,2023-08-23 13:42:42.639 UTC,1,14.9,16.4,Dine In
2023-08-23 05:05:27.104 UTC,COMPLETED,2007,03,2023-08-23 05:05:50.489 UTC,1,13.9,13.9,Dine In
2023-08-23 14:42:47.962 UTC,COMPLETED,2035,03,2023-08-23 15:11:59.537 UTC,2,47.7,52.5,Dine In
2023-08-23 02:42:45.222 UTC,COMPLETED,1998,03,2023-08-23 02:52:46.227 UTC,1,14.9,16.4,Dine In
2023-08-23 16:02:06.769 UTC,COMPLETED,2038,03,2023-08-23 16:09:12.225 UTC,2,34.3,37.7,Dine In
2023-08-23 02:08:42.846 UTC,COMPLETED,1997,05,2023-08-23 02:40:34.043 UTC,1,59.2,65.1,Dine In
2023-08-23 11:27:27.49 UTC,COMPLETED,2027,05,2023-08-23 13:02:05.697 UTC,5,35.9,39.5,Dine In
2023-08-23 03:45:09.851 UTC,COMPLETED,2000,05,2023-08-23 04:01:18.399 UTC,1,17.9,19.7,Dine In
2023-08-23 06:40:41.747 UTC,COMPLETED,2018,05,2023-08-23 07:15:14.044 UTC,2,34.3,37.7,Dine In
2023-08-23 05:04:13.564 UTC,COMPLETED,2006,05,2023-08-23 05:26:10.953 UTC,2,31.8,35.0,Dine In
2023-08-23 00:15:48.053 UTC,COMPLETED,1989,05,2023-08-23 00:43:38.947 UTC,1,19.4,21.3,Dine In
2023-08-23 01:31:18.483 UTC,COMPLETED,1993,05,2023-08-23 01:55:53.693 UTC,1,18.6,20.5,Dine In
2023-08-23 05:55:56.21 UTC,COMPLETED,2011,05,2023-08-23 06:30:38.625 UTC,2,36.9,40.6,Dine In
2023-08-23 00:24:08.059 UTC,COMPLETED,1990,06,2023-08-23 00:55:21.486 UTC,2,31.0,34.1,Dine In
2023-08-23 04:39:00.262 UTC,COMPLETED,2003,06,2023-08-23 05:07:12.263 UTC,2,29.4,32.3,Dine In
2023-08-23 17:14:25.043 UTC,COMPLETED,2040,06,2023-08-23 17:30:20.874 UTC,3,61.7,67.9,Dine In
2023-08-23 05:16:32.608 UTC,COMPLETED,2008,08,2023-08-23 05:29:16.062 UTC,1,14.9,16.4,Dine In
2023-08-23 01:40:21.625 UTC,COMPLETED,1995,08,2023-08-23 02:05:19.434 UTC,2,11.0,12.1,Dine In
2023-08-23 12:42:08.033 UTC,COMPLETED,2031,08,2023-08-23 13:18:09.543 UTC,2,65.6,72.2,Dine In
2023-08-23 04:20:24.973 UTC,COMPLETED,2002,08,2023-08-23 04:49:13.477 UTC,1,24.9,27.4,Dine In
2023-08-23 05:37:19.799 UTC,COMPLETED,2009,08,2023-08-23 05:53:36.184 UTC,1,15.9,17.5,Dine In
2023-08-23 11:45:41.31 UTC,COMPLETED,2028,08,2023-08-23 12:18:40.213 UTC,8,51.7,55.1,Dine In
2023-08-23 06:32:41.875 UTC,COMPLETED,2016,08,2023-08-23 06:51:34.208 UTC,1,14.9,16.4,Dine In
2023-08-23 11:16:57.537 UTC,COMPLETED,2025,08,2023-08-23 11:39:26.036 UTC,2,29.8,32.8,Dine In
2023-08-23 01:37:48.479 UTC,COMPLETED,1994,10,2023-08-23 01:59:19.344 UTC,1,37.8,41.6,Dine In
2023-08-23 03:48:17.918 UTC,COMPLETED,2001,10,2023-08-23 04:18:50.756 UTC,2,38.6,42.5,Dine In
2023-08-23 13:06:12.198 UTC,COMPLETED,2032,10,2023-08-23 13:24:13.251 UTC,10,40.3,44.3,Dine In
2023-08-23 12:16:27.131 UTC,COMPLETED,2030,11,2023-08-23 12:52:10.331 UTC,2,45.1,48.1,Dine In
2023-08-23 04:55:49.061 UTC,COMPLETED,2004,11,2023-08-23 05:30:17.126 UTC,2,39.3,43.2,Dine In
2023-08-23 01:46:05.101 UTC,COMPLETED,1996,11,2023-08-23 02:09:17.527 UTC,3,57.4,63.1,Dine In
2023-08-23 05:48:17.571 UTC,COMPLETED,2010,12,2023-08-23 06:17:49.988 UTC,2,44.2,48.6,Dine In
2023-08-23 19:31:23.109 UTC,COMPLETED,2042,14,2023-08-23 21:19:12.832 UTC,16,81.0,89.1,Dine In
2023-08-23 11:23:33.116 UTC,COMPLETED,2026,15,2023-08-23 11:28:37.612 UTC,1,11.5,11.5,Dine In
2023-08-23 06:26:02.743 UTC,COMPLETED,2015,15,2023-08-23 07:13:00.719 UTC,1,19.4,21.3,Dine In
2023-08-23 13:49:43.989 UTC,COMPLETED,2034,15,2023-08-23 14:39:23.258 UTC,1,11.0,12.1,Dine In
2023-08-23 09:07:35.192 UTC,COMPLETED,2021,15,2023-08-23 10:42:27.301 UTC,3,11.0,12.1,Dine In
2023-08-23 02:51:18.636 UTC,COMPLETED,1999,16,2023-08-23 02:56:30.241 UTC,1,15.4,15.4,Dine In
2023-08-23 08:38:32.539 UTC,COMPLETED,2020,16,2023-08-23 09:15:05.036 UTC,2,16.7,18.4,Dine In
2023-08-23 15:53:09.321 UTC,COMPLETED,2037,16,2023-08-23 16:53:42.324 UTC,16,30.4,33.4,Dine In
2023-08-23 10:57:54.906 UTC,COMPLETED,2024,16,2023-08-23 11:26:22.957 UTC,16,49.8,54.8,Dine In
2023-08-23 17:17:52.817 UTC,COMPLETED,2041,16,2023-08-23 18:14:39.98 UTC,16,54.6,57.1,Dine In
2023-08-23 15:26:44.277 UTC,COMPLETED,2036,17,2023-08-23 16:19:18.479 UTC,2,36.8,40.5,Dine In
2023-08-23 10:07:29.213 UTC,COMPLETED,2022,17,2023-08-23 10:51:05.975 UTC,17,39.9,43.9,Dine In
2023-08-23 12:11:38.325 UTC,COMPLETED,2029,17,2023-08-23 12:34:05.356 UTC,1,21.4,23.5,Dine In
2023-08-23 06:36:06.46 UTC,COMPLETED,2017,30,2023-08-23 08:09:04.39 UTC,1,14.9,0.0,Dine In
2023-08-23 06:09:56.291 UTC,COMPLETED,2013,30,2023-08-23 06:10:42.759 UTC,1,12.9,0.0,Dine In
2023-08-23 06:08:41.212 UTC,VOIDED,2012,30,2023-08-23 06:09:53.528 UTC,1,0.0,0.0,Dine In
2023-08-23 00:50:04.43 UTC,COMPLETED,1991,30,2023-08-23 00:56:07.051 UTC,1,20.9,0.0,Dine In
2023-08-23 00:11:43.447 UTC,COMPLETED,1988,TA59,2023-08-23 00:13:59.53 UTC,0,4.0,4.0,Takeaway
2023-08-23 05:02:15.502 UTC,COMPLETED,2005,TA60,2023-08-23 05:03:26.705 UTC,0,20.4,20.4,Takeaway
2023-08-23 08:13:49.743 UTC,COMPLETED,2019,TA62,2023-08-23 08:15:10.277 UTC,0,15.0,15.0,Takeaway
2023-08-23 16:29:24.663 UTC,COMPLETED,2039,TA63,2023-08-23 16:32:29.807 UTC,0,17.4,17.4,Takeaway
2023-08-15 02:32:08.018 UTC,COMPLETED,1288,01,2023-08-15 02:49:26.206 UTC,1,16.0,17.6,Dine In
2023-08-15 15:36:18.086 UTC,VOIDED,1367,01,2023-08-15 15:40:28.028 UTC,1,0.0,0.0,Dine In
2023-08-15 05:15:11.51 UTC,COMPLETED,1314,01,2023-08-15 05:43:57.637 UTC,2,53.8,59.2,Dine In
2023-08-15 02:18:36.744 UTC,COMPLETED,1286,02,2023-08-15 02:39:36.511 UTC,1,19.8,21.8,Dine In
2023-08-15 17:03:20.717 UTC,COMPLETED,1372,02,2023-08-15 17:40:53.674 UTC,2,14.9,16.4,Dine In
2023-08-15 06:35:35.937 UTC,COMPLETED,1329,02,2023-08-15 07:52:23.291 UTC,3,42.8,44.7,Dine In
2023-08-15 05:11:35.115 UTC,COMPLETED,1313,02,2023-08-15 05:52:38.161 UTC,2,40.7,44.8,Dine In
2023-08-15 09:57:05.837 UTC,COMPLETED,1342,02,2023-08-15 10:22:07.039 UTC,2,48.7,53.6,Dine In
2023-08-15 01:53:44.984 UTC,COMPLETED,1285,02,2023-08-15 02:12:39.796 UTC,1,37.4,41.1,Dine In
2023-08-15 01:50:34.787 UTC,COMPLETED,1284,02,2023-08-15 01:50:59.315 UTC,2,30.0,33.0,Dine In
2023-08-15 04:16:21.495 UTC,COMPLETED,1300,02,2023-08-15 04:39:03.023 UTC,1,34.5,36.0,Dine In
2023-08-15 02:44:07.81 UTC,COMPLETED,1291,03,2023-08-15 03:53:21.923 UTC,3,44.7,49.2,Dine In
2023-08-15 01:30:07.821 UTC,VOIDED,1282,03,2023-08-15 01:51:21.08 UTC,1,0.0,0.0,Dine In
2023-08-15 04:46:42.151 UTC,COMPLETED,1307,03,2023-08-15 05:20:03.831 UTC,2,29.4,32.3,Dine In
2023-08-15 00:45:49.852 UTC,COMPLETED,1275,03,2023-08-15 01:00:36.007 UTC,1,3.7,4.1,Dine In
2023-08-15 12:53:33.141 UTC,COMPLETED,1358,03,2023-08-15 13:29:22.454 UTC,3,16.9,18.6,Dine In
2023-08-15 05:37:37.934 UTC,COMPLETED,1321,03,2023-08-15 06:16:06.56 UTC,2,64.7,71.2,Dine In
2023-08-15 07:37:48.007 UTC,COMPLETED,1336,03,2023-08-15 08:05:17.153 UTC,1,37.4,41.1,Dine In
2023-08-15 01:39:33.638 UTC,COMPLETED,1283,05,2023-08-15 02:02:51.093 UTC,2,38.6,42.5,Dine In
2023-08-15 12:18:55.29 UTC,COMPLETED,1354,05,2023-08-15 13:04:33.77 UTC,5,29.5,32.5,Dine In
2023-08-15 03:54:59.156 UTC,COMPLETED,1298,05,2023-08-15 04:21:52.183 UTC,1,35.9,39.5,Dine In
2023-08-15 22:58:50.89 UTC,COMPLETED,1374,05,2023-08-15 23:50:30.714 UTC,1,26.6,29.3,Dine In
2023-08-15 05:01:39.536 UTC,COMPLETED,1311,05,2023-08-15 05:40:16.175 UTC,3,65.3,71.8,Dine In
2023-08-15 10:01:14.437 UTC,COMPLETED,1343,05,2023-08-15 10:17:08.363 UTC,1,18.6,20.5,Dine In
2023-08-15 04:27:42.394 UTC,COMPLETED,1303,05,2023-08-15 04:53:43.145 UTC,1,24.9,27.4,Dine In
2023-08-15 03:28:15.11 UTC,COMPLETED,1296,06,2023-08-15 04:42:30.748 UTC,3,84.8,93.3,Dine In
2023-08-15 23:06:11.326 UTC,COMPLETED,1376,06,2023-08-16 00:01:19.238 UTC,1,52.4,57.6,Dine In
2023-08-15 13:00:00.174 UTC,COMPLETED,1359,06,2023-08-15 13:32:16.847 UTC,1,71.1,78.2,Dine In
2023-08-15 04:54:06.529 UTC,COMPLETED,1310,06,2023-08-15 05:23:34.966 UTC,2,39.8,43.8,Dine In
2023-08-15 08:02:38.292 UTC,COMPLETED,1338,06,2023-08-15 08:53:06.529 UTC,1,40.8,44.9,Dine In
2023-08-15 02:43:49.687 UTC,COMPLETED,1290,06,2023-08-15 03:06:13.083 UTC,2,35.3,38.8,Dine In
2023-08-15 10:15:46.226 UTC,COMPLETED,1344,06,2023-08-15 11:17:11.619 UTC,2,45.1,47.1,Dine In
2023-08-15 00:42:14.478 UTC,COMPLETED,1274,06,2023-08-15 02:15:43.108 UTC,2,100.4,110.4,Dine In
2023-08-15 05:41:14.021 UTC,COMPLETED,1323,06,2023-08-15 06:34:32.427 UTC,2,31.4,34.5,Dine In
2023-08-15 04:51:22.783 UTC,COMPLETED,1309,07,2023-08-15 05:37:22.977 UTC,3,55.7,61.3,Dine In
2023-08-15 14:36:05.842 UTC,COMPLETED,1366,07,2023-08-15 15:10:20.416 UTC,6,68.6,75.5,Dine In
2023-08-15 06:10:14.699 UTC,COMPLETED,1326,07,2023-08-15 06:56:26.835 UTC,7,95.0,104.5,Dine In
2023-08-15 03:02:55.288 UTC,COMPLETED,1294,07,2023-08-15 04:14:29.332 UTC,2,83.1,88.6,Dine In
2023-08-15 05:08:37.857 UTC,COMPLETED,1312,08,2023-08-15 05:57:06.81 UTC,2,34.2,37.6,Dine In
2023-08-15 00:01:05.851 UTC,COMPLETED,1272,08,2023-08-15 00:28:37.931 UTC,2,41.4,45.5,Dine In
2023-08-15 01:21:04.594 UTC,COMPLETED,1280,08,2023-08-15 02:00:52.078 UTC,1,14.3,15.7,Dine In
2023-08-15 07:42:50.61 UTC,COMPLETED,1337,08,2023-08-15 10:02:18.881 UTC,1,4.5,5.0,Dine In
2023-08-15 04:16:56.672 UTC,COMPLETED,1301,08,2023-08-15 04:55:49.575 UTC,1,42.6,46.9,Dine In
2023-08-15 14:05:38.677 UTC,COMPLETED,1364,08,2023-08-15 14:41:21.326 UTC,2,24.9,27.4,Dine In
2023-08-15 11:25:54.336 UTC,COMPLETED,1350,08,2023-08-15 12:10:43.091 UTC,2,42.8,47.1,Dine In
2023-08-15 23:27:44.093 UTC,COMPLETED,1377,08,2023-08-15 23:55:17.022 UTC,1,33.1,36.4,Dine In
2023-08-15 04:31:57.189 UTC,COMPLETED,1304,09,2023-08-15 05:04:49.207 UTC,2,41.3,45.4,Dine In
2023-08-15 06:35:07.647 UTC,COMPLETED,1328,09,2023-08-15 07:16:46.419 UTC,1,35.4,38.9,Dine In
2023-08-15 05:21:50.421 UTC,COMPLETED,1317,09,2023-08-15 06:13:48.882 UTC,1,46.8,51.5,Dine In
2023-08-15 15:47:55.938 UTC,COMPLETED,1369,10,2023-08-15 15:53:07.979 UTC,1,15.0,16.5,Dine In
2023-08-15 05:18:13.838 UTC,COMPLETED,1315,10,2023-08-15 06:03:07.442 UTC,1,103.5,113.9,Dine In
2023-08-15 12:29:16.9 UTC,COMPLETED,1355,10,2023-08-15 13:15:50.155 UTC,3,55.2,57.7,Dine In
2023-08-15 04:08:22.034 UTC,COMPLETED,1299,10,2023-08-15 04:37:01.486 UTC,3,13.5,14.9,Dine In
2023-08-15 12:01:27.647 UTC,COMPLETED,1353,10,2023-08-15 12:21:05.867 UTC,2,34.3,37.7,Dine In
2023-08-15 01:10:58.942 UTC,COMPLETED,1278,10,2023-08-15 01:44:13.205 UTC,2,42.8,47.1,Dine In
2023-08-15 06:18:10.144 UTC,COMPLETED,1327,11,2023-08-15 06:40:59.063 UTC,4,54.8,60.3,Dine In
2023-08-15 05:26:45.219 UTC,COMPLETED,1318,11,2023-08-15 06:09:57.505 UTC,2,45.6,50.2,Dine In
2023-08-15 01:08:09.703 UTC,COMPLETED,1277,11,2023-08-15 01:29:51.506 UTC,1,14.9,16.4,Dine In
2023-08-15 02:56:09.414 UTC,COMPLETED,1293,11,2023-08-15 03:30:45.866 UTC,3,48.2,53.0,Dine In
2023-08-15 03:40:01.258 UTC,COMPLETED,1297,11,2023-08-15 03:53:42.56 UTC,1,15.9,17.5,Dine In
2023-08-15 10:42:03.353 UTC,COMPLETED,1347,11,2023-08-15 11:20:15.482 UTC,6,100.3,110.3,Dine In
2023-08-15 04:48:00.902 UTC,COMPLETED,1308,11,2023-08-15 05:19:17.94 UTC,1,38.3,42.1,Dine In
2023-08-15 14:28:10.904 UTC,COMPLETED,1365,11,2023-08-15 15:13:30.642 UTC,11,29.4,32.3,Dine In
2023-08-15 07:23:49.728 UTC,COMPLETED,1335,12,2023-08-15 07:42:20.149 UTC,2,34.9,38.4,Dine In
2023-08-15 05:33:05.855 UTC,COMPLETED,1319,12,2023-08-15 06:13:03.311 UTC,2,34.8,38.3,Dine In
2023-08-15 04:37:43.744 UTC,COMPLETED,1305,12,2023-08-15 05:26:25.705 UTC,3,68.3,75.1,Dine In
2023-08-15 06:43:24.512 UTC,COMPLETED,1332,12,2023-08-15 07:16:01.741 UTC,2,30.4,33.4,Dine In
2023-08-15 13:26:48.329 UTC,COMPLETED,1361,15,2023-08-15 13:55:01.392 UTC,1,37.4,41.1,Dine In
2023-08-15 02:48:58.468 UTC,COMPLETED,1292,15,2023-08-15 03:49:19.289 UTC,1,19.4,21.3,Dine In
2023-08-15 08:24:18.433 UTC,VOIDED,1339,15,2023-08-15 08:47:31.628 UTC,1,0.0,0.0,Dine In
2023-08-15 05:41:00.566 UTC,COMPLETED,1322,15,2023-08-15 06:31:48.297 UTC,1,41.2,45.3,Dine In
2023-08-15 08:59:14.754 UTC,COMPLETED,1340,15,2023-08-15 09:43:43.208 UTC,1,18.6,20.5,Dine In
2023-08-15 06:35:46.432 UTC,COMPLETED,1330,15,2023-08-15 07:03:23.909 UTC,2,31.0,34.1,Dine In
2023-08-15 11:39:18.339 UTC,COMPLETED,1351,15,2023-08-15 12:11:57.929 UTC,4,45.2,49.7,Dine In
2023-08-15 16:37:04.094 UTC,VOIDED,1371,15,2023-08-15 16:50:02.468 UTC,1,0.0,0.0,Dine In
2023-08-15 01:19:01.817 UTC,COMPLETED,1279,15,2023-08-15 01:56:42.775 UTC,1,20.9,23.0,Dine In
2023-08-15 07:17:21.733 UTC,COMPLETED,1334,15,2023-08-15 07:56:05.82 UTC,4,75.3,82.8,Dine In
2023-08-15 10:51:51.69 UTC,COMPLETED,1348,15,2023-08-15 10:52:56.575 UTC,1,14.7,16.2,Dine In
2023-08-15 06:38:54.788 UTC,COMPLETED,1331,16,2023-08-15 07:15:17.251 UTC,1,21.4,23.5,Dine In
2023-08-15 16:03:30.344 UTC,COMPLETED,1370,16,2023-08-15 16:32:50.737 UTC,1,14.9,16.4,Dine In
2023-08-15 00:01:48.35 UTC,COMPLETED,1273,16,2023-08-15 02:07:32.924 UTC,1,79.9,87.9,Dine In
2023-08-15 12:44:54.022 UTC,COMPLETED,1356,16,2023-08-15 13:29:55.722 UTC,1,18.4,20.2,Dine In
2023-08-15 13:38:22.382 UTC,COMPLETED,1362,16,2023-08-15 14:25:15.91 UTC,1,25.9,28.5,Dine In
2023-08-15 07:06:54.797 UTC,COMPLETED,1333,17,2023-08-15 07:34:23.31 UTC,1,16.9,18.6,Dine In
2023-08-15 01:22:42.713 UTC,COMPLETED,1281,17,2023-08-15 02:40:47.111 UTC,1,41.7,45.9,Dine In
2023-08-15 11:55:07.061 UTC,COMPLETED,1352,17,2023-08-15 12:15:54.554 UTC,17,16.9,18.6,Dine In
2023-08-15 13:08:13.676 UTC,COMPLETED,1360,17,2023-08-15 13:27:57.749 UTC,2,50.7,55.8,Dine In
2023-08-15 03:05:37.812 UTC,COMPLETED,1295,17,2023-08-15 03:39:38.867 UTC,2,42.8,47.1,Dine In
2023-08-15 23:42:44.896 UTC,COMPLETED,1378,17,2023-08-16 00:07:56.724 UTC,1,55.8,60.3,Dine In
2023-08-15 13:54:09.685 UTC,COMPLETED,1363,17,2023-08-15 14:28:47.106 UTC,2,50.7,55.8,Dine In
2023-08-15 09:10:13.825 UTC,COMPLETED,1341,17,2023-08-15 09:33:19.784 UTC,1,39.8,43.8,Dine In
2023-08-15 02:40:26.703 UTC,COMPLETED,1289,17,2023-08-15 02:47:07.83 UTC,1,34.5,38.0,Dine In
2023-08-15 06:01:26.613 UTC,COMPLETED,1325,17,2023-08-15 06:46:13.985 UTC,1,19.4,21.3,Dine In
2023-08-15 15:42:25.359 UTC,COMPLETED,1368,18,2023-08-15 15:46:17.024 UTC,18,14.9,16.4,Dine In
2023-08-15 05:52:51.004 UTC,COMPLETED,1324,18,2023-08-15 06:23:21.177 UTC,1,21.4,23.5,Dine In
